Provincias;Grupo penal;periodo;Total
Toledo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;5
Toledo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;9
Toledo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;12
Toledo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;19
Toledo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;11
Toledo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;5
Toledo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;4
Toledo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;3
Toledo;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;3
Toledo;TOTAL grupo penal;2024;6.763
Toledo;TOTAL grupo penal;2023;7.192
Toledo;TOTAL grupo penal;2022;5.717
Toledo;TOTAL grupo penal;2021;4.572
Toledo;TOTAL grupo penal;2020;3.721
Toledo;TOTAL grupo penal;2019;2.708
Toledo;TOTAL grupo penal;2018;2.352
Toledo;TOTAL grupo penal;2017;1.664
Toledo;TOTAL grupo penal;2016;1.355
Toledo;TOTAL grupo penal;2015;1.274
Toledo;TOTAL grupo penal;2014;1.043
Toledo;TOTAL grupo penal;2013;942
Toledo;TOTAL grupo penal;2012;835
Toledo;TOTAL grupo penal;2011;759
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;485
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;401
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;277
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;251
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;226
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;162
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;136
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;159
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;172
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;106
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;94
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;84
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;91
Valencia/València;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;63
Valencia/València;AMENAZAS Y COACCIONES;2024;929
Valencia/València;AMENAZAS Y COACCIONES;2023;1.030
Valencia/València;AMENAZAS Y COACCIONES;2022;1.053
Valencia/València;AMENAZAS Y COACCIONES;2021;1.171
Valencia/València;AMENAZAS Y COACCIONES;2020;965
Valencia/València;AMENAZAS Y COACCIONES;2019;839
Valencia/València;AMENAZAS Y COACCIONES;2018;803
Valencia/València;AMENAZAS Y COACCIONES;2017;743
Valencia/València;AMENAZAS Y COACCIONES;2016;733
Valencia/València;AMENAZAS Y COACCIONES;2015;615
Valencia/València;AMENAZAS Y COACCIONES;2014;635
Valencia/València;AMENAZAS Y COACCIONES;2013;574
Valencia/València;AMENAZAS Y COACCIONES;2012;563
Valencia/València;AMENAZAS Y COACCIONES;2011;596
Valencia/València;CONTRA EL HONOR;2024;60
Valencia/València;CONTRA EL HONOR;2023;73
Valencia/València;CONTRA EL HONOR;2022;84
Valencia/València;CONTRA EL HONOR;2021;125
Valencia/València;CONTRA EL HONOR;2020;135
Valencia/València;CONTRA EL HONOR;2019;134
Valencia/València;CONTRA EL HONOR;2018;106
Valencia/València;CONTRA EL HONOR;2017;124
Valencia/València;CONTRA EL HONOR;2016;105
Valencia/València;CONTRA EL HONOR;2015;154
Valencia/València;CONTRA EL HONOR;2014;164
Valencia/València;CONTRA EL HONOR;2013;168
Valencia/València;CONTRA EL HONOR;2012;146
Valencia/València;CONTRA EL HONOR;2011;115
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;20
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;7
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;4
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;7
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;9
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;10
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;30
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;11
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;5
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;11
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;11
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;13
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;16
Valencia/València;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;12
Valencia/València;DELITOS SEXUALES;2024;102
Valencia/València;DELITOS SEXUALES;2023;81
Valencia/València;DELITOS SEXUALES;2022;72
Valencia/València;DELITOS SEXUALES;2021;106
Valencia/València;DELITOS SEXUALES;2020;92
Valencia/València;DELITOS SEXUALES;2019;132
Valencia/València;DELITOS SEXUALES;2018;70
Valencia/València;DELITOS SEXUALES;2017;101
Valencia/València;DELITOS SEXUALES;2016;99
Valencia/València;DELITOS SEXUALES;2015;133
Valencia/València;DELITOS SEXUALES;2014;68
Valencia/València;DELITOS SEXUALES;2013;67
Valencia/València;DELITOS SEXUALES;2012;55
Valencia/València;DELITOS SEXUALES;2011;71
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2024;1.229
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2023;1.482
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2022;1.105
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2021;1.000
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2020;490
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2019;402
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2018;283
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2017;258
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2016;286
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2015;198
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2014;142
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2013;126
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2012;131
Valencia/València;FALSIFICACIÓN INFORMÁTICA;2011;164
Valencia/València;FRAUDE INFORMÁTICO;2024;21.457
Valencia/València;FRAUDE INFORMÁTICO;2023;21.967
Valencia/València;FRAUDE INFORMÁTICO;2022;15.623
Valencia/València;FRAUDE INFORMÁTICO;2021;13.846
Valencia/València;FRAUDE INFORMÁTICO;2020;12.486
Valencia/València;FRAUDE INFORMÁTICO;2019;9.288
Valencia/València;FRAUDE INFORMÁTICO;2018;6.485
Valencia/València;FRAUDE INFORMÁTICO;2017;4.596
Valencia/València;FRAUDE INFORMÁTICO;2016;3.440
Valencia/València;FRAUDE INFORMÁTICO;2015;2.688
Valencia/València;FRAUDE INFORMÁTICO;2014;1.952
Valencia/València;FRAUDE INFORMÁTICO;2013;1.696
Valencia/València;FRAUDE INFORMÁTICO;2012;1.615
Valencia/València;FRAUDE INFORMÁTICO;2011;1.165
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;179
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;151
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;136
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;173
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;122
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;105
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;80
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;88
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;93
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;112
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;46
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;18
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;26
Valencia/València;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;22
Valencia/València;TOTAL grupo penal;2024;24.461
Valencia/València;TOTAL grupo penal;2023;25.192
Valencia/València;TOTAL grupo penal;2022;18.354
Valencia/València;TOTAL grupo penal;2021;16.679
Valencia/València;TOTAL grupo penal;2020;14.525
Valencia/València;TOTAL grupo penal;2019;11.072
Valencia/València;TOTAL grupo penal;2018;7.993
Valencia/València;TOTAL grupo penal;2017;6.080
Valencia/València;TOTAL grupo penal;2016;4.933
Valencia/València;TOTAL grupo penal;2015;4.017
Valencia/València;TOTAL grupo penal;2014;3.112
Valencia/València;TOTAL grupo penal;2013;2.746
Valencia/València;TOTAL grupo penal;2012;2.643
Valencia/València;TOTAL grupo penal;2011;2.208
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;142
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;91
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;119
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;105
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;50
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;31
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;46
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;34
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;42
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;35
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;21
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;23
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;20
Valladolid;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;30
Valladolid;AMENAZAS Y COACCIONES;2024;226
Valladolid;AMENAZAS Y COACCIONES;2023;224
Valladolid;AMENAZAS Y COACCIONES;2022;180
Valladolid;AMENAZAS Y COACCIONES;2021;191
Valladolid;AMENAZAS Y COACCIONES;2020;144
Valladolid;AMENAZAS Y COACCIONES;2019;138
Valladolid;AMENAZAS Y COACCIONES;2018;143
Valladolid;AMENAZAS Y COACCIONES;2017;138
Valladolid;AMENAZAS Y COACCIONES;2016;152
Valladolid;AMENAZAS Y COACCIONES;2015;115
Valladolid;AMENAZAS Y COACCIONES;2014;134
Valladolid;AMENAZAS Y COACCIONES;2013;115
Valladolid;AMENAZAS Y COACCIONES;2012;125
Valladolid;AMENAZAS Y COACCIONES;2011;152
Valladolid;CONTRA EL HONOR;2024;14
Valladolid;CONTRA EL HONOR;2023;16
Valladolid;CONTRA EL HONOR;2022;12
Valladolid;CONTRA EL HONOR;2021;23
Valladolid;CONTRA EL HONOR;2020;17
Valladolid;CONTRA EL HONOR;2019;19
Valladolid;CONTRA EL HONOR;2018;12
Valladolid;CONTRA EL HONOR;2017;17
Valladolid;CONTRA EL HONOR;2016;19
Valladolid;CONTRA EL HONOR;2015;30
Valladolid;CONTRA EL HONOR;2014;32
Valladolid;CONTRA EL HONOR;2013;35
Valladolid;CONTRA EL HONOR;2012;19
Valladolid;CONTRA EL HONOR;2011;22
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;1
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;3
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;1
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;1
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;1
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;9
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;0
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;1
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;3
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;1
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;1
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;5
Valladolid;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;3
Valladolid;DELITOS SEXUALES;2024;13
Valladolid;DELITOS SEXUALES;2023;17
Valladolid;DELITOS SEXUALES;2022;23
Valladolid;DELITOS SEXUALES;2021;17
Valladolid;DELITOS SEXUALES;2020;17
Valladolid;DELITOS SEXUALES;2019;11
Valladolid;DELITOS SEXUALES;2018;7
Valladolid;DELITOS SEXUALES;2017;9
Valladolid;DELITOS SEXUALES;2016;17
Valladolid;DELITOS SEXUALES;2015;7
Valladolid;DELITOS SEXUALES;2014;3
Valladolid;DELITOS SEXUALES;2013;7
Valladolid;DELITOS SEXUALES;2012;7
Valladolid;DELITOS SEXUALES;2011;6
Valladolid;FALSIFICACIÓN INFORMÁTICA;2024;271
Valladolid;FALSIFICACIÓN INFORMÁTICA;2023;239
Valladolid;FALSIFICACIÓN INFORMÁTICA;2022;126
Valladolid;FALSIFICACIÓN INFORMÁTICA;2021;106
Valladolid;FALSIFICACIÓN INFORMÁTICA;2020;68
Valladolid;FALSIFICACIÓN INFORMÁTICA;2019;42
Valladolid;FALSIFICACIÓN INFORMÁTICA;2018;36
Valladolid;FALSIFICACIÓN INFORMÁTICA;2017;32
Valladolid;FALSIFICACIÓN INFORMÁTICA;2016;22
Valladolid;FALSIFICACIÓN INFORMÁTICA;2015;18
Valladolid;FALSIFICACIÓN INFORMÁTICA;2014;11
Valladolid;FALSIFICACIÓN INFORMÁTICA;2013;11
Valladolid;FALSIFICACIÓN INFORMÁTICA;2012;3
Valladolid;FALSIFICACIÓN INFORMÁTICA;2011;6
Valladolid;FRAUDE INFORMÁTICO;2024;5.339
Valladolid;FRAUDE INFORMÁTICO;2023;5.393
Valladolid;FRAUDE INFORMÁTICO;2022;4.775
Valladolid;FRAUDE INFORMÁTICO;2021;3.872
Valladolid;FRAUDE INFORMÁTICO;2020;3.641
Valladolid;FRAUDE INFORMÁTICO;2019;2.029
Valladolid;FRAUDE INFORMÁTICO;2018;913
Valladolid;FRAUDE INFORMÁTICO;2017;730
Valladolid;FRAUDE INFORMÁTICO;2016;584
Valladolid;FRAUDE INFORMÁTICO;2015;420
Valladolid;FRAUDE INFORMÁTICO;2014;500
Valladolid;FRAUDE INFORMÁTICO;2013;381
Valladolid;FRAUDE INFORMÁTICO;2012;347
Valladolid;FRAUDE INFORMÁTICO;2011;254
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;67
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;76
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;48
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;38
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;33
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;31
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;35
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;16
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;31
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;22
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;10
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;3
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;4
Valladolid;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;6
Valladolid;TOTAL grupo penal;2024;6.073
Valladolid;TOTAL grupo penal;2023;6.059
Valladolid;TOTAL grupo penal;2022;5.284
Valladolid;TOTAL grupo penal;2021;4.353
Valladolid;TOTAL grupo penal;2020;3.971
Valladolid;TOTAL grupo penal;2019;2.302
Valladolid;TOTAL grupo penal;2018;1.201
Valladolid;TOTAL grupo penal;2017;976
Valladolid;TOTAL grupo penal;2016;868
Valladolid;TOTAL grupo penal;2015;650
Valladolid;TOTAL grupo penal;2014;712
Valladolid;TOTAL grupo penal;2013;576
Valladolid;TOTAL grupo penal;2012;530
Valladolid;TOTAL grupo penal;2011;479
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;162
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;153
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;138
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;182
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;173
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;147
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;120
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;90
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;111
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;77
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;1
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;3
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;9
Bizkaia;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;1
Bizkaia;AMENAZAS Y COACCIONES;2024;646
Bizkaia;AMENAZAS Y COACCIONES;2023;648
Bizkaia;AMENAZAS Y COACCIONES;2022;447
Bizkaia;AMENAZAS Y COACCIONES;2021;350
Bizkaia;AMENAZAS Y COACCIONES;2020;214
Bizkaia;AMENAZAS Y COACCIONES;2019;184
Bizkaia;AMENAZAS Y COACCIONES;2018;210
Bizkaia;AMENAZAS Y COACCIONES;2017;142
Bizkaia;AMENAZAS Y COACCIONES;2016;144
Bizkaia;AMENAZAS Y COACCIONES;2015;128
Bizkaia;AMENAZAS Y COACCIONES;2014;9
Bizkaia;AMENAZAS Y COACCIONES;2013;9
Bizkaia;AMENAZAS Y COACCIONES;2012;7
Bizkaia;AMENAZAS Y COACCIONES;2011;6
Bizkaia;CONTRA EL HONOR;2024;4
Bizkaia;CONTRA EL HONOR;2023;1
Bizkaia;CONTRA EL HONOR;2022;3
Bizkaia;CONTRA EL HONOR;2021;1
Bizkaia;CONTRA EL HONOR;2020;1
Bizkaia;CONTRA EL HONOR;2019;1
Bizkaia;CONTRA EL HONOR;2018;3
Bizkaia;CONTRA EL HONOR;2017;2
Bizkaia;CONTRA EL HONOR;2016;2
Bizkaia;CONTRA EL HONOR;2015;1
Bizkaia;CONTRA EL HONOR;2014;2
Bizkaia;CONTRA EL HONOR;2013;3
Bizkaia;CONTRA EL HONOR;2012;4
Bizkaia;CONTRA EL HONOR;2011;2
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;8
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;4
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;3
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;1
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;5
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;2
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;3
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;2
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;0
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;7
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;2
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;0
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;3
Bizkaia;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;2
Bizkaia;DELITOS SEXUALES;2024;35
Bizkaia;DELITOS SEXUALES;2023;34
Bizkaia;DELITOS SEXUALES;2022;37
Bizkaia;DELITOS SEXUALES;2021;36
Bizkaia;DELITOS SEXUALES;2020;73
Bizkaia;DELITOS SEXUALES;2019;46
Bizkaia;DELITOS SEXUALES;2018;49
Bizkaia;DELITOS SEXUALES;2017;46
Bizkaia;DELITOS SEXUALES;2016;30
Bizkaia;DELITOS SEXUALES;2015;32
Bizkaia;DELITOS SEXUALES;2014;4
Bizkaia;DELITOS SEXUALES;2013;6
Bizkaia;DELITOS SEXUALES;2012;11
Bizkaia;DELITOS SEXUALES;2011;10
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2024;573
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2023;578
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2022;521
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2021;418
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2020;248
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2019;168
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2018;173
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2017;157
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2016;160
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2015;146
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2014;6
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2013;11
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2012;10
Bizkaia;FALSIFICACIÓN INFORMÁTICA;2011;6
Bizkaia;FRAUDE INFORMÁTICO;2024;12.056
Bizkaia;FRAUDE INFORMÁTICO;2023;13.061
Bizkaia;FRAUDE INFORMÁTICO;2022;10.103
Bizkaia;FRAUDE INFORMÁTICO;2021;8.345
Bizkaia;FRAUDE INFORMÁTICO;2020;9.251
Bizkaia;FRAUDE INFORMÁTICO;2019;7.580
Bizkaia;FRAUDE INFORMÁTICO;2018;6.520
Bizkaia;FRAUDE INFORMÁTICO;2017;4.397
Bizkaia;FRAUDE INFORMÁTICO;2016;3.628
Bizkaia;FRAUDE INFORMÁTICO;2015;3.256
Bizkaia;FRAUDE INFORMÁTICO;2014;76
Bizkaia;FRAUDE INFORMÁTICO;2013;89
Bizkaia;FRAUDE INFORMÁTICO;2012;111
Bizkaia;FRAUDE INFORMÁTICO;2011;82
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;10
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;11
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;25
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;49
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;20
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;43
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;29
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;33
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;40
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;67
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;0
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;2
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;1
Bizkaia;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;1
Bizkaia;TOTAL grupo penal;2024;13.494
Bizkaia;TOTAL grupo penal;2023;14.490
Bizkaia;TOTAL grupo penal;2022;11.277
Bizkaia;TOTAL grupo penal;2021;9.382
Bizkaia;TOTAL grupo penal;2020;9.985
Bizkaia;TOTAL grupo penal;2019;8.171
Bizkaia;TOTAL grupo penal;2018;7.107
Bizkaia;TOTAL grupo penal;2017;4.869
Bizkaia;TOTAL grupo penal;2016;4.115
Bizkaia;TOTAL grupo penal;2015;3.714
Bizkaia;TOTAL grupo penal;2014;100
Bizkaia;TOTAL grupo penal;2013;123
Bizkaia;TOTAL grupo penal;2012;156
Bizkaia;TOTAL grupo penal;2011;110
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;23
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;14
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;22
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;15
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;9
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;8
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;9
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;7
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;4
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;4
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;2
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;2
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;0
Zamora;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;1
Zamora;AMENAZAS Y COACCIONES;2024;66
Zamora;AMENAZAS Y COACCIONES;2023;67
Zamora;AMENAZAS Y COACCIONES;2022;45
Zamora;AMENAZAS Y COACCIONES;2021;63
Zamora;AMENAZAS Y COACCIONES;2020;54
Zamora;AMENAZAS Y COACCIONES;2019;49
Zamora;AMENAZAS Y COACCIONES;2018;52
Zamora;AMENAZAS Y COACCIONES;2017;40
Zamora;AMENAZAS Y COACCIONES;2016;38
Zamora;AMENAZAS Y COACCIONES;2015;53
Zamora;AMENAZAS Y COACCIONES;2014;40
Zamora;AMENAZAS Y COACCIONES;2013;37
Zamora;AMENAZAS Y COACCIONES;2012;43
Zamora;AMENAZAS Y COACCIONES;2011;36
Zamora;CONTRA EL HONOR;2024;5
Zamora;CONTRA EL HONOR;2023;4
Zamora;CONTRA EL HONOR;2022;4
Zamora;CONTRA EL HONOR;2021;5
Zamora;CONTRA EL HONOR;2020;8
Zamora;CONTRA EL HONOR;2019;5
Zamora;CONTRA EL HONOR;2018;1
Zamora;CONTRA EL HONOR;2017;5
Zamora;CONTRA EL HONOR;2016;5
Zamora;CONTRA EL HONOR;2015;8
Zamora;CONTRA EL HONOR;2014;5
Zamora;CONTRA EL HONOR;2013;2
Zamora;CONTRA EL HONOR;2012;9
Zamora;CONTRA EL HONOR;2011;9
