Provincias;Grupo penal;periodo;Total_Hechos;Poblacion_Provincial;CCAA;Tasa_Criminalidad
cuenca;contra_el_honor;2024;7;199859;Castilla-La Mancha;0.035
cuenca;contra_el_honor;2023;20;199025;Castilla-La Mancha;0.1005
cuenca;contra_el_honor;2022;9;198436;Castilla-La Mancha;0.0454
cuenca;contra_la_propiedad_industrial/intelectual;2024;0;199859;Castilla-La Mancha;0.0
cuenca;contra_la_propiedad_industrial/intelectual;2023;0;199025;Castilla-La Mancha;0.0
cuenca;contra_la_propiedad_industrial/intelectual;2022;0;198436;Castilla-La Mancha;0.0
cuenca;delitos_sexuales;2024;7;199859;Castilla-La Mancha;0.035
cuenca;delitos_sexuales;2023;6;199025;Castilla-La Mancha;0.0301
cuenca;delitos_sexuales;2022;3;198436;Castilla-La Mancha;0.0151
cuenca;falsificacion_informatica;2024;83;199859;Castilla-La Mancha;0.4153
cuenca;falsificacion_informatica;2023;68;199025;Castilla-La Mancha;0.3417
cuenca;falsificacion_informatica;2022;67;198436;Castilla-La Mancha;0.3376
cuenca;fraude_informatico;2024;1308;199859;Castilla-La Mancha;6.5446
cuenca;fraude_informatico;2023;1536;199025;Castilla-La Mancha;7.7176
cuenca;fraude_informatico;2022;1411;198436;Castilla-La Mancha;7.1106
cuenca;interferencia_en_los_datos_y_en_el_sistema;2024;8;199859;Castilla-La Mancha;0.04
cuenca;interferencia_en_los_datos_y_en_el_sistema;2023;13;199025;Castilla-La Mancha;0.0653
cuenca;interferencia_en_los_datos_y_en_el_sistema;2022;14;198436;Castilla-La Mancha;0.0706
girona;acceso__e_interceptacion_ilicita;2024;77;830429;Cataluña;0.0927
girona;acceso__e_interceptacion_ilicita;2023;118;821108;Cataluña;0.1437
girona;acceso__e_interceptacion_ilicita;2022;120;808672;Cataluña;0.1484
girona;amenazas_y_coacciones;2024;95;830429;Cataluña;0.1144
girona;amenazas_y_coacciones;2023;64;821108;Cataluña;0.0779
girona;amenazas_y_coacciones;2022;75;808672;Cataluña;0.0927
girona;contra_el_honor;2024;1;830429;Cataluña;0.0012
girona;contra_el_honor;2023;2;821108;Cataluña;0.0024
girona;contra_el_honor;2022;1;808672;Cataluña;0.0012
girona;contra_la_propiedad_industrial/intelectual;2024;3;830429;Cataluña;0.0036
girona;contra_la_propiedad_industrial/intelectual;2023;0;821108;Cataluña;0.0
girona;contra_la_propiedad_industrial/intelectual;2022;2;808672;Cataluña;0.0025
girona;delitos_sexuales;2024;15;830429;Cataluña;0.0181
girona;delitos_sexuales;2023;12;821108;Cataluña;0.0146
girona;delitos_sexuales;2022;11;808672;Cataluña;0.0136
girona;falsificacion_informatica;2024;149;830429;Cataluña;0.1794
girona;falsificacion_informatica;2023;78;821108;Cataluña;0.095
girona;falsificacion_informatica;2022;72;808672;Cataluña;0.089
girona;fraude_informatico;2024;7652;830429;Cataluña;9.2145
girona;fraude_informatico;2023;8397;821108;Cataluña;10.2264
girona;fraude_informatico;2022;6833;808672;Cataluña;8.4497
girona;interferencia_en_los_datos_y_en_el_sistema;2024;6;830429;Cataluña;0.0072
girona;interferencia_en_los_datos_y_en_el_sistema;2023;9;821108;Cataluña;0.011
girona;interferencia_en_los_datos_y_en_el_sistema;2022;4;808672;Cataluña;0.0049
granada;acceso__e_interceptacion_ilicita;2024;173;945797;Andalucía;0.1829
granada;acceso__e_interceptacion_ilicita;2023;104;939741;Andalucía;0.1107
granada;acceso__e_interceptacion_ilicita;2022;86;934072;Andalucía;0.0921
granada;amenazas_y_coacciones;2024;522;945797;Andalucía;0.5519
granada;amenazas_y_coacciones;2023;427;939741;Andalucía;0.4544
granada;amenazas_y_coacciones;2022;299;934072;Andalucía;0.3201
granada;contra_el_honor;2024;26;945797;Andalucía;0.0275
granada;contra_el_honor;2023;23;939741;Andalucía;0.0245
granada;contra_el_honor;2022;24;934072;Andalucía;0.0257
granada;contra_la_propiedad_industrial/intelectual;2024;5;945797;Andalucía;0.0053
granada;contra_la_propiedad_industrial/intelectual;2023;2;939741;Andalucía;0.0021
granada;contra_la_propiedad_industrial/intelectual;2022;4;934072;Andalucía;0.0043
granada;delitos_sexuales;2024;21;945797;Andalucía;0.0222
granada;delitos_sexuales;2023;31;939741;Andalucía;0.033
granada;delitos_sexuales;2022;21;934072;Andalucía;0.0225
granada;falsificacion_informatica;2024;383;945797;Andalucía;0.4049
granada;falsificacion_informatica;2023;280;939741;Andalucía;0.298
granada;falsificacion_informatica;2022;242;934072;Andalucía;0.2591
granada;fraude_informatico;2024;8275;945797;Andalucía;8.7492
granada;fraude_informatico;2023;8978;939741;Andalucía;9.5537
granada;fraude_informatico;2022;4700;934072;Andalucía;5.0317
granada;interferencia_en_los_datos_y_en_el_sistema;2024;75;945797;Andalucía;0.0793
granada;interferencia_en_los_datos_y_en_el_sistema;2023;92;939741;Andalucía;0.0979
granada;interferencia_en_los_datos_y_en_el_sistema;2022;53;934072;Andalucía;0.0567
guadalajara;acceso__e_interceptacion_ilicita;2024;24;285839;Castilla-La Mancha;0.084
guadalajara;acceso__e_interceptacion_ilicita;2023;29;280225;Castilla-La Mancha;0.1035
guadalajara;acceso__e_interceptacion_ilicita;2022;18;275082;Castilla-La Mancha;0.0654
guadalajara;amenazas_y_coacciones;2024;87;285839;Castilla-La Mancha;0.3044
guadalajara;amenazas_y_coacciones;2023;103;280225;Castilla-La Mancha;0.3676
guadalajara;amenazas_y_coacciones;2022;108;275082;Castilla-La Mancha;0.3926
guadalajara;contra_el_honor;2024;4;285839;Castilla-La Mancha;0.014
guadalajara;contra_el_honor;2023;7;280225;Castilla-La Mancha;0.025
guadalajara;contra_el_honor;2022;3;275082;Castilla-La Mancha;0.0109
guadalajara;contra_la_propiedad_industrial/intelectual;2024;0;285839;Castilla-La Mancha;0.0
guadalajara;contra_la_propiedad_industrial/intelectual;2023;0;280225;Castilla-La Mancha;0.0
guadalajara;contra_la_propiedad_industrial/intelectual;2022;1;275082;Castilla-La Mancha;0.0036
guadalajara;delitos_sexuales;2024;10;285839;Castilla-La Mancha;0.035
guadalajara;delitos_sexuales;2023;13;280225;Castilla-La Mancha;0.0464
guadalajara;delitos_sexuales;2022;6;275082;Castilla-La Mancha;0.0218
guadalajara;falsificacion_informatica;2024;143;285839;Castilla-La Mancha;0.5003
guadalajara;falsificacion_informatica;2023;145;280225;Castilla-La Mancha;0.5174
guadalajara;falsificacion_informatica;2022;105;275082;Castilla-La Mancha;0.3817
guadalajara;fraude_informatico;2024;2823;285839;Castilla-La Mancha;9.8762
guadalajara;fraude_informatico;2023;3096;280225;Castilla-La Mancha;11.0483
guadalajara;fraude_informatico;2022;1551;275082;Castilla-La Mancha;5.6383
guadalajara;interferencia_en_los_datos_y_en_el_sistema;2024;9;285839;Castilla-La Mancha;0.0315
guadalajara;interferencia_en_los_datos_y_en_el_sistema;2023;6;280225;Castilla-La Mancha;0.0214
guadalajara;interferencia_en_los_datos_y_en_el_sistema;2022;10;275082;Castilla-La Mancha;0.0364
gipuzkoa;acceso__e_interceptacion_ilicita;2024;71;733149;País Vasco;0.0968
gipuzkoa;acceso__e_interceptacion_ilicita;2023;74;729722;País Vasco;0.1014
gipuzkoa;acceso__e_interceptacion_ilicita;2022;51;726712;País Vasco;0.0702
gipuzkoa;amenazas_y_coacciones;2024;457;733149;País Vasco;0.6233
gipuzkoa;amenazas_y_coacciones;2023;446;729722;País Vasco;0.6112
gipuzkoa;amenazas_y_coacciones;2022;181;726712;País Vasco;0.2491
gipuzkoa;contra_el_honor;2024;0;733149;País Vasco;0.0
gipuzkoa;contra_el_honor;2023;2;729722;País Vasco;0.0027
gipuzkoa;contra_el_honor;2022;1;726712;País Vasco;0.0014
gipuzkoa;contra_la_propiedad_industrial/intelectual;2024;4;733149;País Vasco;0.0055
gipuzkoa;contra_la_propiedad_industrial/intelectual;2023;1;729722;País Vasco;0.0014
gipuzkoa;contra_la_propiedad_industrial/intelectual;2022;1;726712;País Vasco;0.0014
gipuzkoa;delitos_sexuales;2024;41;733149;País Vasco;0.0559
gipuzkoa;delitos_sexuales;2023;81;729722;País Vasco;0.111
gipuzkoa;delitos_sexuales;2022;15;726712;País Vasco;0.0206
gipuzkoa;falsificacion_informatica;2024;268;733149;País Vasco;0.3655
gipuzkoa;falsificacion_informatica;2023;256;729722;País Vasco;0.3508
gipuzkoa;falsificacion_informatica;2022;237;726712;País Vasco;0.3261
gipuzkoa;fraude_informatico;2024;6882;733149;País Vasco;9.3869
gipuzkoa;fraude_informatico;2023;7895;729722;País Vasco;10.8192
gipuzkoa;fraude_informatico;2022;5572;726712;País Vasco;7.6674
gipuzkoa;interferencia_en_los_datos_y_en_el_sistema;2024;3;733149;País Vasco;0.0041
gipuzkoa;interferencia_en_los_datos_y_en_el_sistema;2023;6;729722;País Vasco;0.0082
gipuzkoa;interferencia_en_los_datos_y_en_el_sistema;2022;11;726712;País Vasco;0.0151
huelva;acceso__e_interceptacion_ilicita;2024;86;538789;Andalucía;0.1596
huelva;acceso__e_interceptacion_ilicita;2023;70;535734;Andalucía;0.1307
huelva;acceso__e_interceptacion_ilicita;2022;37;534084;Andalucía;0.0693
huelva;amenazas_y_coacciones;2024;156;538789;Andalucía;0.2895
huelva;amenazas_y_coacciones;2023;198;535734;Andalucía;0.3696
huelva;amenazas_y_coacciones;2022;220;534084;Andalucía;0.4119
huelva;contra_el_honor;2024;15;538789;Andalucía;0.0278
huelva;contra_el_honor;2023;27;535734;Andalucía;0.0504
huelva;contra_el_honor;2022;25;534084;Andalucía;0.0468
huelva;contra_la_propiedad_industrial/intelectual;2024;3;538789;Andalucía;0.0056
huelva;contra_la_propiedad_industrial/intelectual;2023;1;535734;Andalucía;0.0019
huelva;contra_la_propiedad_industrial/intelectual;2022;1;534084;Andalucía;0.0019
huelva;delitos_sexuales;2024;22;538789;Andalucía;0.0408
huelva;delitos_sexuales;2023;20;535734;Andalucía;0.0373
huelva;delitos_sexuales;2022;22;534084;Andalucía;0.0412
huelva;falsificacion_informatica;2024;138;538789;Andalucía;0.2561
huelva;falsificacion_informatica;2023;69;535734;Andalucía;0.1288
huelva;falsificacion_informatica;2022;86;534084;Andalucía;0.161
huelva;fraude_informatico;2024;3118;538789;Andalucía;5.7871
huelva;fraude_informatico;2023;3004;535734;Andalucía;5.6073
huelva;fraude_informatico;2022;1681;534084;Andalucía;3.1474
huelva;interferencia_en_los_datos_y_en_el_sistema;2024;10;538789;Andalucía;0.0186
huelva;interferencia_en_los_datos_y_en_el_sistema;2023;3;535734;Andalucía;0.0056
huelva;interferencia_en_los_datos_y_en_el_sistema;2022;9;534084;Andalucía;0.0169
huesca;acceso__e_interceptacion_ilicita;2024;25;230087;Aragón;0.1087
huesca;acceso__e_interceptacion_ilicita;2023;20;228519;Aragón;0.0875
huesca;acceso__e_interceptacion_ilicita;2022;14;226878;Aragón;0.0617
huesca;amenazas_y_coacciones;2024;117;230087;Aragón;0.5085
huesca;amenazas_y_coacciones;2023;112;228519;Aragón;0.4901
huesca;amenazas_y_coacciones;2022;73;226878;Aragón;0.3218
huesca;contra_el_honor;2024;11;230087;Aragón;0.0478
huesca;contra_el_honor;2023;6;228519;Aragón;0.0263
huesca;contra_el_honor;2022;1;226878;Aragón;0.0044
huesca;contra_la_propiedad_industrial/intelectual;2024;2;230087;Aragón;0.0087
huesca;contra_la_propiedad_industrial/intelectual;2023;0;228519;Aragón;0.0
huesca;contra_la_propiedad_industrial/intelectual;2022;0;226878;Aragón;0.0
huesca;delitos_sexuales;2024;9;230087;Aragón;0.0391
huesca;delitos_sexuales;2023;7;228519;Aragón;0.0306
huesca;delitos_sexuales;2022;3;226878;Aragón;0.0132
huesca;falsificacion_informatica;2024;95;230087;Aragón;0.4129
huesca;falsificacion_informatica;2023;84;228519;Aragón;0.3676
huesca;falsificacion_informatica;2022;57;226878;Aragón;0.2512
huesca;fraude_informatico;2024;2006;230087;Aragón;8.7184
huesca;fraude_informatico;2023;1876;228519;Aragón;8.2094
huesca;fraude_informatico;2022;1389;226878;Aragón;6.1222
huesca;interferencia_en_los_datos_y_en_el_sistema;2024;30;230087;Aragón;0.1304
huesca;interferencia_en_los_datos_y_en_el_sistema;2023;8;228519;Aragón;0.035
huesca;interferencia_en_los_datos_y_en_el_sistema;2022;2;226878;Aragón;0.0088
jaen;acceso__e_interceptacion_ilicita;2024;55;618143;Andalucía;0.089
jaen;acceso__e_interceptacion_ilicita;2023;75;619055;Andalucía;0.1212
jaen;acceso__e_interceptacion_ilicita;2022;46;620637;Andalucía;0.0741
jaen;amenazas_y_coacciones;2024;171;618143;Andalucía;0.2766
jaen;amenazas_y_coacciones;2023;150;619055;Andalucía;0.2423
jaen;amenazas_y_coacciones;2022;213;620637;Andalucía;0.3432
jaen;contra_el_honor;2024;23;618143;Andalucía;0.0372
jaen;contra_el_honor;2023;16;619055;Andalucía;0.0258
jaen;contra_el_honor;2022;24;620637;Andalucía;0.0387
jaen;contra_la_propiedad_industrial/intelectual;2024;1;618143;Andalucía;0.0016
jaen;contra_la_propiedad_industrial/intelectual;2023;2;619055;Andalucía;0.0032
jaen;contra_la_propiedad_industrial/intelectual;2022;1;620637;Andalucía;0.0016
jaen;delitos_sexuales;2024;9;618143;Andalucía;0.0146
jaen;delitos_sexuales;2023;11;619055;Andalucía;0.0178
jaen;delitos_sexuales;2022;16;620637;Andalucía;0.0258
jaen;falsificacion_informatica;2024;320;618143;Andalucía;0.5177
jaen;falsificacion_informatica;2023;229;619055;Andalucía;0.3699
jaen;falsificacion_informatica;2022;227;620637;Andalucía;0.3658
jaen;fraude_informatico;2024;4397;618143;Andalucía;7.1132
jaen;fraude_informatico;2023;5034;619055;Andalucía;8.1317
jaen;fraude_informatico;2022;3207;620637;Andalucía;5.1673
jaen;interferencia_en_los_datos_y_en_el_sistema;2024;10;618143;Andalucía;0.0162
jaen;interferencia_en_los_datos_y_en_el_sistema;2023;9;619055;Andalucía;0.0145
jaen;interferencia_en_los_datos_y_en_el_sistema;2022;8;620637;Andalucía;0.0129
leon;acceso__e_interceptacion_ilicita;2024;70;448030;Castilla y León;0.1562
leon;acceso__e_interceptacion_ilicita;2023;52;447802;Castilla y León;0.1161
leon;acceso__e_interceptacion_ilicita;2022;58;448573;Castilla y León;0.1293
leon;amenazas_y_coacciones;2024;183;448030;Castilla y León;0.4085
leon;amenazas_y_coacciones;2023;184;447802;Castilla y León;0.4109
leon;amenazas_y_coacciones;2022;178;448573;Castilla y León;0.3968
leon;contra_el_honor;2024;19;448030;Castilla y León;0.0424
leon;contra_el_honor;2023;31;447802;Castilla y León;0.0692
leon;contra_el_honor;2022;24;448573;Castilla y León;0.0535
leon;contra_la_propiedad_industrial/intelectual;2024;9;448030;Castilla y León;0.0201
leon;contra_la_propiedad_industrial/intelectual;2023;0;447802;Castilla y León;0.0
leon;contra_la_propiedad_industrial/intelectual;2022;1;448573;Castilla y León;0.0022
leon;delitos_sexuales;2024;22;448030;Castilla y León;0.0491
leon;delitos_sexuales;2023;29;447802;Castilla y León;0.0648
leon;delitos_sexuales;2022;22;448573;Castilla y León;0.049
leon;falsificacion_informatica;2024;218;448030;Castilla y León;0.4866
leon;falsificacion_informatica;2023;173;447802;Castilla y León;0.3863
leon;falsificacion_informatica;2022;78;448573;Castilla y León;0.1739
leon;fraude_informatico;2024;3966;448030;Castilla y León;8.8521
leon;fraude_informatico;2023;3858;447802;Castilla y León;8.6154
leon;fraude_informatico;2022;3373;448573;Castilla y León;7.5194
leon;interferencia_en_los_datos_y_en_el_sistema;2024;38;448030;Castilla y León;0.0848
leon;interferencia_en_los_datos_y_en_el_sistema;2023;27;447802;Castilla y León;0.0603
leon;interferencia_en_los_datos_y_en_el_sistema;2022;23;448573;Castilla y León;0.0513
lleida;acceso__e_interceptacion_ilicita;2024;68;458226;Cataluña;0.1484
lleida;acceso__e_interceptacion_ilicita;2023;88;451707;Cataluña;0.1948
lleida;acceso__e_interceptacion_ilicita;2022;98;447343;Cataluña;0.2191
lleida;amenazas_y_coacciones;2024;106;458226;Cataluña;0.2313
lleida;amenazas_y_coacciones;2023;96;451707;Cataluña;0.2125
lleida;amenazas_y_coacciones;2022;88;447343;Cataluña;0.1967
lleida;contra_el_honor;2024;4;458226;Cataluña;0.0087
lleida;contra_el_honor;2023;3;451707;Cataluña;0.0066
lleida;contra_el_honor;2022;3;447343;Cataluña;0.0067
lleida;contra_la_propiedad_industrial/intelectual;2024;0;458226;Cataluña;0.0
lleida;contra_la_propiedad_industrial/intelectual;2023;1;451707;Cataluña;0.0022
lleida;contra_la_propiedad_industrial/intelectual;2022;1;447343;Cataluña;0.0022
lleida;delitos_sexuales;2024;11;458226;Cataluña;0.024
lleida;delitos_sexuales;2023;8;451707;Cataluña;0.0177
lleida;delitos_sexuales;2022;5;447343;Cataluña;0.0112
lleida;falsificacion_informatica;2024;69;458226;Cataluña;0.1506
lleida;falsificacion_informatica;2023;21;451707;Cataluña;0.0465
lleida;falsificacion_informatica;2022;24;447343;Cataluña;0.0537
lleida;fraude_informatico;2024;4003;458226;Cataluña;8.7359
lleida;fraude_informatico;2023;4517;451707;Cataluña;9.9998
lleida;fraude_informatico;2022;3847;447343;Cataluña;8.5997
lleida;interferencia_en_los_datos_y_en_el_sistema;2024;6;458226;Cataluña;0.0131
lleida;interferencia_en_los_datos_y_en_el_sistema;2023;11;451707;Cataluña;0.0244
lleida;interferencia_en_los_datos_y_en_el_sistema;2022;5;447343;Cataluña;0.0112
rioja;acceso__e_interceptacion_ilicita;2024;140;326803;La Rioja;0.4284
rioja;acceso__e_interceptacion_ilicita;2023;111;324184;La Rioja;0.3424
rioja;acceso__e_interceptacion_ilicita;2022;81;322282;La Rioja;0.2513
rioja;amenazas_y_coacciones;2024;161;326803;La Rioja;0.4927
rioja;amenazas_y_coacciones;2023;132;324184;La Rioja;0.4072
rioja;amenazas_y_coacciones;2022;124;322282;La Rioja;0.3848
rioja;contra_el_honor;2024;10;326803;La Rioja;0.0306
rioja;contra_el_honor;2023;9;324184;La Rioja;0.0278
rioja;contra_el_honor;2022;1;322282;La Rioja;0.0031
rioja;contra_la_propiedad_industrial/intelectual;2024;2;326803;La Rioja;0.0061
rioja;contra_la_propiedad_industrial/intelectual;2023;1;324184;La Rioja;0.0031
rioja;contra_la_propiedad_industrial/intelectual;2022;1;322282;La Rioja;0.0031
rioja;delitos_sexuales;2024;6;326803;La Rioja;0.0184
rioja;delitos_sexuales;2023;11;324184;La Rioja;0.0339
rioja;delitos_sexuales;2022;8;322282;La Rioja;0.0248
rioja;falsificacion_informatica;2024;120;326803;La Rioja;0.3672
rioja;falsificacion_informatica;2023;68;324184;La Rioja;0.2098
rioja;falsificacion_informatica;2022;60;322282;La Rioja;0.1862
rioja;fraude_informatico;2024;1868;326803;La Rioja;5.716
rioja;fraude_informatico;2023;2021;324184;La Rioja;6.2341
rioja;fraude_informatico;2022;2152;322282;La Rioja;6.6774
rioja;interferencia_en_los_datos_y_en_el_sistema;2024;5;326803;La Rioja;0.0153
rioja;interferencia_en_los_datos_y_en_el_sistema;2023;11;324184;La Rioja;0.0339
rioja;interferencia_en_los_datos_y_en_el_sistema;2022;6;322282;La Rioja;0.0186
lugo;acceso__e_interceptacion_ilicita;2024;57;326022;Galicia;0.1748
lugo;acceso__e_interceptacion_ilicita;2023;41;325048;Galicia;0.1261
lugo;acceso__e_interceptacion_ilicita;2022;23;324267;Galicia;0.0709
lugo;amenazas_y_coacciones;2024;130;326022;Galicia;0.3987
lugo;amenazas_y_coacciones;2023;121;325048;Galicia;0.3723
lugo;amenazas_y_coacciones;2022;87;324267;Galicia;0.2683
lugo;contra_el_honor;2024;9;326022;Galicia;0.0276
lugo;contra_el_honor;2023;17;325048;Galicia;0.0523
lugo;contra_el_honor;2022;8;324267;Galicia;0.0247
lugo;contra_la_propiedad_industrial/intelectual;2024;3;326022;Galicia;0.0092
lugo;contra_la_propiedad_industrial/intelectual;2023;0;325048;Galicia;0.0
lugo;contra_la_propiedad_industrial/intelectual;2022;0;324267;Galicia;0.0
lugo;delitos_sexuales;2024;8;326022;Galicia;0.0245
lugo;delitos_sexuales;2023;10;325048;Galicia;0.0308
lugo;delitos_sexuales;2022;3;324267;Galicia;0.0093
lugo;falsificacion_informatica;2024;78;326022;Galicia;0.2392
lugo;falsificacion_informatica;2023;58;325048;Galicia;0.1784
lugo;falsificacion_informatica;2022;30;324267;Galicia;0.0925
lugo;fraude_informatico;2024;2037;326022;Galicia;6.248
lugo;fraude_informatico;2023;1798;325048;Galicia;5.5315
lugo;fraude_informatico;2022;1771;324267;Galicia;5.4615
lugo;interferencia_en_los_datos_y_en_el_sistema;2024;13;326022;Galicia;0.0399
lugo;interferencia_en_los_datos_y_en_el_sistema;2023;5;325048;Galicia;0.0154
lugo;interferencia_en_los_datos_y_en_el_sistema;2022;9;324267;Galicia;0.0278
madrid;acceso__e_interceptacion_ilicita;2024;1621;7113886;Madrid;0.2279
madrid;acceso__e_interceptacion_ilicita;2023;1139;7009268;Madrid;0.1625
madrid;acceso__e_interceptacion_ilicita;2022;867;6871903;Madrid;0.1262
madrid;amenazas_y_coacciones;2024;2480;7113886;Madrid;0.3486
madrid;amenazas_y_coacciones;2023;2719;7009268;Madrid;0.3879
madrid;amenazas_y_coacciones;2022;2143;6871903;Madrid;0.3118
madrid;contra_el_honor;2024;96;7113886;Madrid;0.0135
madrid;contra_el_honor;2023;87;7009268;Madrid;0.0124
madrid;contra_el_honor;2022;115;6871903;Madrid;0.0167
madrid;contra_la_propiedad_industrial/intelectual;2024;23;7113886;Madrid;0.0032
madrid;contra_la_propiedad_industrial/intelectual;2023;13;7009268;Madrid;0.0019
madrid;contra_la_propiedad_industrial/intelectual;2022;26;6871903;Madrid;0.0038
madrid;delitos_sexuales;2024;230;7113886;Madrid;0.0323
madrid;delitos_sexuales;2023;239;7009268;Madrid;0.0341
madrid;delitos_sexuales;2022;204;6871903;Madrid;0.0297
madrid;falsificacion_informatica;2024;3289;7113886;Madrid;0.4623
madrid;falsificacion_informatica;2023;2882;7009268;Madrid;0.4112
madrid;falsificacion_informatica;2022;2291;6871903;Madrid;0.3334
madrid;fraude_informatico;2024;65361;7113886;Madrid;9.1878
madrid;fraude_informatico;2023;71534;7009268;Madrid;10.2056
madrid;fraude_informatico;2022;57794;6871903;Madrid;8.4102
madrid;interferencia_en_los_datos_y_en_el_sistema;2024;377;7113886;Madrid;0.053
madrid;interferencia_en_los_datos_y_en_el_sistema;2023;268;7009268;Madrid;0.0382
madrid;interferencia_en_los_datos_y_en_el_sistema;2022;318;6871903;Madrid;0.0463
malaga;acceso__e_interceptacion_ilicita;2024;592;1791183;Andalucía;0.3305
malaga;acceso__e_interceptacion_ilicita;2023;413;1774701;Andalucía;0.2327
malaga;acceso__e_interceptacion_ilicita;2022;304;1752728;Andalucía;0.1734
malaga;amenazas_y_coacciones;2024;651;1791183;Andalucía;0.3634
malaga;amenazas_y_coacciones;2023;649;1774701;Andalucía;0.3657
malaga;amenazas_y_coacciones;2022;642;1752728;Andalucía;0.3663
malaga;contra_el_honor;2024;50;1791183;Andalucía;0.0279
malaga;contra_el_honor;2023;51;1774701;Andalucía;0.0287
malaga;contra_el_honor;2022;68;1752728;Andalucía;0.0388
malaga;contra_la_propiedad_industrial/intelectual;2024;24;1791183;Andalucía;0.0134
malaga;contra_la_propiedad_industrial/intelectual;2023;8;1774701;Andalucía;0.0045
malaga;contra_la_propiedad_industrial/intelectual;2022;4;1752728;Andalucía;0.0023
malaga;delitos_sexuales;2024;70;1791183;Andalucía;0.0391
malaga;delitos_sexuales;2023;64;1774701;Andalucía;0.0361
malaga;delitos_sexuales;2022;70;1752728;Andalucía;0.0399
malaga;falsificacion_informatica;2024;674;1791183;Andalucía;0.3763
malaga;falsificacion_informatica;2023;459;1774701;Andalucía;0.2586
malaga;falsificacion_informatica;2022;438;1752728;Andalucía;0.2499
malaga;fraude_informatico;2024;15955;1791183;Andalucía;8.9075
malaga;fraude_informatico;2023;16241;1774701;Andalucía;9.1514
malaga;fraude_informatico;2022;10230;1752728;Andalucía;5.8366
malaga;interferencia_en_los_datos_y_en_el_sistema;2024;121;1791183;Andalucía;0.0676
malaga;interferencia_en_los_datos_y_en_el_sistema;2023;108;1774701;Andalucía;0.0609
malaga;interferencia_en_los_datos_y_en_el_sistema;2022;107;1752728;Andalucía;0.061
murcia;acceso__e_interceptacion_ilicita;2024;274;1586989;Murcia;0.1727
murcia;acceso__e_interceptacion_ilicita;2023;151;1568492;Murcia;0.0963
murcia;acceso__e_interceptacion_ilicita;2022;95;1551692;Murcia;0.0612
murcia;amenazas_y_coacciones;2024;405;1586989;Murcia;0.2552
murcia;amenazas_y_coacciones;2023;474;1568492;Murcia;0.3022
murcia;amenazas_y_coacciones;2022;566;1551692;Murcia;0.3648
murcia;contra_el_honor;2024;33;1586989;Murcia;0.0208
murcia;contra_el_honor;2023;33;1568492;Murcia;0.021
murcia;contra_el_honor;2022;27;1551692;Murcia;0.0174
murcia;contra_la_propiedad_industrial/intelectual;2024;6;1586989;Murcia;0.0038
murcia;contra_la_propiedad_industrial/intelectual;2023;1;1568492;Murcia;0.0006
murcia;contra_la_propiedad_industrial/intelectual;2022;5;1551692;Murcia;0.0032
murcia;delitos_sexuales;2024;110;1586989;Murcia;0.0693
murcia;delitos_sexuales;2023;59;1568492;Murcia;0.0376
murcia;delitos_sexuales;2022;43;1551692;Murcia;0.0277
murcia;falsificacion_informatica;2024;828;1586989;Murcia;0.5217
murcia;falsificacion_informatica;2023;659;1568492;Murcia;0.4201
murcia;falsificacion_informatica;2022;558;1551692;Murcia;0.3596
murcia;fraude_informatico;2024;11558;1586989;Murcia;7.283
murcia;fraude_informatico;2023;12310;1568492;Murcia;7.8483
murcia;fraude_informatico;2022;8651;1551692;Murcia;5.5752
murcia;interferencia_en_los_datos_y_en_el_sistema;2024;41;1586989;Murcia;0.0258
murcia;interferencia_en_los_datos_y_en_el_sistema;2023;61;1568492;Murcia;0.0389
murcia;interferencia_en_los_datos_y_en_el_sistema;2022;26;1551692;Murcia;0.0168
navarra;acceso__e_interceptacion_ilicita;2024;183;683854;Navarra;0.2676
navarra;acceso__e_interceptacion_ilicita;2023;187;678333;Navarra;0.2757
navarra;acceso__e_interceptacion_ilicita;2022;92;672155;Navarra;0.1369
navarra;amenazas_y_coacciones;2024;335;683854;Navarra;0.4899
navarra;amenazas_y_coacciones;2023;343;678333;Navarra;0.5057
navarra;amenazas_y_coacciones;2022;303;672155;Navarra;0.4508
navarra;contra_el_honor;2024;28;683854;Navarra;0.0409
navarra;contra_el_honor;2023;18;678333;Navarra;0.0265
navarra;contra_el_honor;2022;18;672155;Navarra;0.0268
navarra;contra_la_propiedad_industrial/intelectual;2024;2;683854;Navarra;0.0029
navarra;contra_la_propiedad_industrial/intelectual;2023;5;678333;Navarra;0.0074
navarra;contra_la_propiedad_industrial/intelectual;2022;2;672155;Navarra;0.003
navarra;delitos_sexuales;2024;50;683854;Navarra;0.0731
navarra;delitos_sexuales;2023;50;678333;Navarra;0.0737
navarra;delitos_sexuales;2022;26;672155;Navarra;0.0387
navarra;falsificacion_informatica;2024;283;683854;Navarra;0.4138
navarra;falsificacion_informatica;2023;267;678333;Navarra;0.3936
navarra;falsificacion_informatica;2022;214;672155;Navarra;0.3184
navarra;fraude_informatico;2024;6090;683854;Navarra;8.9054
navarra;fraude_informatico;2023;6576;678333;Navarra;9.6944
navarra;fraude_informatico;2022;4816;672155;Navarra;7.165
navarra;interferencia_en_los_datos_y_en_el_sistema;2024;21;683854;Navarra;0.0307
navarra;interferencia_en_los_datos_y_en_el_sistema;2023;29;678333;Navarra;0.0428
navarra;interferencia_en_los_datos_y_en_el_sistema;2022;28;672155;Navarra;0.0417
